Hotel_ID,Hotel_Name,Hotel_Cluster,Restaurant_ID,Venue,Restaurant_Cluster,Planning_Travel_Band,Meal_Type,Romantic_Score,Data_Status
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R002,Mediterraneo Restaurant,C01,15–30 min,Lunch / Dinner,9,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R003,O'Shin Restaurant,C01,15–30 min,Dinner,8,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R004,Amorosa Restaurant,C01,15–30 min,Lunch / Dinner,10,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R005,Ouranos,C01,15–30 min,Dinner / Drinks,10,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R006,Mediterraneo,C01,15–30 min,Lunch / Dinner,9,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R007,Notios Restaurant,C01,15–30 min,Lunch / Dinner,9,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R008,Ouzeri,C01,15–30 min,Lunch / Dinner,10,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R009,Mosaics,C01,15–30 min,Breakfast / Dinner,8,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R010,Eauzone,C01,15–30 min,Light Lunch / Drinks,9,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R011,Petradaki Tavern,C04,15–30 min,Lunch / Dinner,9,Verified
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R012,Yiannis Tavern,C04,15–30 min,Lunch / Dinner,8,Draft
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R013,To Stekki Tou Panai,C04,15–30 min,Lunch / Dinner,8,Draft
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R014,Phinikas Tavern,C04,15–30 min,Lunch / Dinner,8,Draft
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R016,Porto Latchi Restaurant,C05,30–45 min,Lunch / Dinner,9,Draft
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R017,Faros No. 2 Latchi Restaurant,C05,30–45 min,Lunch / Dinner,9,Draft
PFO-H026,Coral Beach Hotel & Resort,C03,PFO-R020,Petradaki Winery Experience / Sunday Lunch,C04,15–30 min,Sunday Lunch / Wine,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R001,Epicurean Restaurant,C01,0–15 min,Dinner,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R002,Mediterraneo Restaurant,C01,0–15 min,Lunch / Dinner,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R003,O'Shin Restaurant,C01,0–15 min,Dinner,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R004,Amorosa Restaurant,C01,0–15 min,Lunch / Dinner,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R005,Ouranos,C01,0–15 min,Dinner / Drinks,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R006,Mediterraneo,C01,0–15 min,Lunch / Dinner,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R007,Notios Restaurant,C01,0–15 min,Lunch / Dinner,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R008,Ouzeri,C01,0–15 min,Lunch / Dinner,10,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R009,Mosaics,C01,0–15 min,Breakfast / Dinner,8,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R010,Eauzone,C01,0–15 min,Light Lunch / Drinks,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R011,Petradaki Tavern,C04,30–45 min,Lunch / Dinner,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R012,Yiannis Tavern,C04,30–45 min,Lunch / Dinner,8,Draft
PFO-H027,Louis Paphos Breeze,C01,PFO-R013,To Stekki Tou Panai,C04,30–45 min,Lunch / Dinner,8,Draft
PFO-H027,Louis Paphos Breeze,C01,PFO-R014,Phinikas Tavern,C04,30–45 min,Lunch / Dinner,8,Draft
PFO-H027,Louis Paphos Breeze,C01,PFO-R018,Pithari Tavern,C02,15–30 min,Dinner,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R020,Petradaki Winery Experience / Sunday Lunch,C04,30–45 min,Sunday Lunch / Wine,9,Verified
PFO-H027,Louis Paphos Breeze,C01,PFO-R021,Golf Clubhouse Restaurant,C02,15–30 min,Breakfast / Lunch / Dinner,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R001,Epicurean Restaurant,C01,0–15 min,Dinner,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R002,Mediterraneo Restaurant,C01,0–15 min,Lunch / Dinner,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R003,O'Shin Restaurant,C01,0–15 min,Dinner,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R004,Amorosa Restaurant,C01,0–15 min,Lunch / Dinner,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R005,Ouranos,C01,0–15 min,Dinner / Drinks,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R006,Mediterraneo,C01,0–15 min,Lunch / Dinner,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R007,Notios Restaurant,C01,0–15 min,Lunch / Dinner,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R008,Ouzeri,C01,0–15 min,Lunch / Dinner,10,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R009,Mosaics,C01,0–15 min,Breakfast / Dinner,8,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R010,Eauzone,C01,0–15 min,Light Lunch / Drinks,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R011,Petradaki Tavern,C04,30–45 min,Lunch / Dinner,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R012,Yiannis Tavern,C04,30–45 min,Lunch / Dinner,8,Draft
PFO-H028,Louis Ledra Beach,C01,PFO-R013,To Stekki Tou Panai,C04,30–45 min,Lunch / Dinner,8,Draft
PFO-H028,Louis Ledra Beach,C01,PFO-R014,Phinikas Tavern,C04,30–45 min,Lunch / Dinner,8,Draft
PFO-H028,Louis Ledra Beach,C01,PFO-R018,Pithari Tavern,C02,15–30 min,Dinner,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R020,Petradaki Winery Experience / Sunday Lunch,C04,30–45 min,Sunday Lunch / Wine,9,Verified
PFO-H028,Louis Ledra Beach,C01,PFO-R021,Golf Clubhouse Restaurant,C02,15–30 min,Breakfast / Lunch / Dinner,9,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-R011,Petradaki Tavern,C04,15–30 min,Lunch / Dinner,9,Verified
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-R012,Yiannis Tavern,C04,15–30 min,Lunch / Dinner,8,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-R013,To Stekki Tou Panai,C04,15–30 min,Lunch / Dinner,8,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-R014,Phinikas Tavern,C04,15–30 min,Lunch / Dinner,8,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-R015,Steni Restaurant,C07,15–30 min,Lunch / Dinner,8,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-R016,Porto Latchi Restaurant,C05,0–15 min,Lunch / Dinner,9,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-R017,Faros No. 2 Latchi Restaurant,C05,0–15 min,Lunch / Dinner,9,Draft
PFO-H029,Polis 1907 by Louis Hotels,C05,PFO-R020,Petradaki Winery Experience / Sunday Lunch,C04,15–30 min,Sunday Lunch / Wine,9,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R001,Epicurean Restaurant,C01,30–45 min,Dinner,8,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R002,Mediterraneo Restaurant,C01,30–45 min,Lunch / Dinner,9,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R003,O'Shin Restaurant,C01,30–45 min,Dinner,8,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R004,Amorosa Restaurant,C01,30–45 min,Lunch / Dinner,10,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R005,Ouranos,C01,30–45 min,Dinner / Drinks,10,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R006,Mediterraneo,C01,30–45 min,Lunch / Dinner,9,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R007,Notios Restaurant,C01,30–45 min,Lunch / Dinner,9,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R008,Ouzeri,C01,30–45 min,Lunch / Dinner,10,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R009,Mosaics,C01,30–45 min,Breakfast / Dinner,8,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R010,Eauzone,C01,30–45 min,Light Lunch / Drinks,9,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R011,Petradaki Tavern,C04,0–15 min,Lunch / Dinner,9,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R012,Yiannis Tavern,C04,0–15 min,Lunch / Dinner,8,Draft
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R013,To Stekki Tou Panai,C04,0–15 min,Lunch / Dinner,8,Draft
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R014,Phinikas Tavern,C04,0–15 min,Lunch / Dinner,8,Draft
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R015,Steni Restaurant,C07,15–30 min,Lunch / Dinner,8,Draft
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R016,Porto Latchi Restaurant,C05,15–30 min,Lunch / Dinner,9,Draft
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R017,Faros No. 2 Latchi Restaurant,C05,15–30 min,Lunch / Dinner,9,Draft
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R019,Vouni Panayia Winery Restaurant,C09,30–45 min,Lunch,10,Verified
PFO-H030,Droshia Traditional Homes – COCO-MAT Full Experience,C04,PFO-R020,Petradaki Winery Experience / Sunday Lunch,C04,0–15 min,Sunday Lunch / Wine,9,Verified
PFO-H031,Tavros Hotel Apartments,C05,PFO-R011,Petradaki Tavern,C04,15–30 min,Lunch / Dinner,9,Verified
PFO-H031,Tavros Hotel Apartments,C05,PFO-R012,Yiannis Tavern,C04,15–30 min,Lunch / Dinner,8,Draft
PFO-H031,Tavros Hotel Apartments,C05,PFO-R013,To Stekki Tou Panai,C04,15–30 min,Lunch / Dinner,8,Draft
PFO-H031,Tavros Hotel Apartments,C05,PFO-R014,Phinikas Tavern,C04,15–30 min,Lunch / Dinner,8,Draft
PFO-H031,Tavros Hotel Apartments,C05,PFO-R015,Steni Restaurant,C07,15–30 min,Lunch / Dinner,8,Draft
PFO-H031,Tavros Hotel Apartments,C05,PFO-R016,Porto Latchi Restaurant,C05,0–15 min,Lunch / Dinner,9,Draft
PFO-H031,Tavros Hotel Apartments,C05,PFO-R017,Faros No. 2 Latchi Restaurant,C05,0–15 min,Lunch / Dinner,9,Draft
PFO-H031,Tavros Hotel Apartments,C05,PFO-R020,Petradaki Winery Experience / Sunday Lunch,C04,15–30 min,Sunday Lunch / Wine,9,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R001,Epicurean Restaurant,C01,0–15 min,Dinner,8,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R002,Mediterraneo Restaurant,C01,0–15 min,Lunch / Dinner,9,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R003,O'Shin Restaurant,C01,0–15 min,Dinner,8,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R004,Amorosa Restaurant,C01,0–15 min,Lunch / Dinner,10,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R005,Ouranos,C01,0–15 min,Dinner / Drinks,10,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R006,Mediterraneo,C01,0–15 min,Lunch / Dinner,9,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R007,Notios Restaurant,C01,0–15 min,Lunch / Dinner,9,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R008,Ouzeri,C01,0–15 min,Lunch / Dinner,10,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R009,Mosaics,C01,0–15 min,Breakfast / Dinner,8,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R010,Eauzone,C01,0–15 min,Light Lunch / Drinks,9,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R011,Petradaki Tavern,C04,30–45 min,Lunch / Dinner,9,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R012,Yiannis Tavern,C04,30–45 min,Lunch / Dinner,8,Draft
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R013,To Stekki Tou Panai,C04,30–45 min,Lunch / Dinner,8,Draft
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R014,Phinikas Tavern,C04,30–45 min,Lunch / Dinner,8,Draft
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R018,Pithari Tavern,C02,15–30 min,Dinner,9,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R020,Petradaki Winery Experience / Sunday Lunch,C04,30–45 min,Sunday Lunch / Wine,9,Verified
PFO-H032,Kentrikon 1924 Boutique Hotel & Suites,C01,PFO-R021,Golf Clubhouse Restaurant,C02,15–30 min,Breakfast / Lunch / Dinner,9,Verified
