activity_id,name,cluster_id,category,subcategory,data_status,romantic_score,authentic_score,duration_min,area,payload_json
PFO-A134,Pomos Beach,C06,Sea & Beach,Blue Flag beach,Verified,8,5,90,Pomos,"{""Activity_ID"": ""PFO-A134"", ""Activity_Name"": ""Pomos Beach"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Blue Flag beach"", ""District"": ""Paphos"", ""Area"": ""Pomos"", ""Full_Address_or_Access_Point"": ""Pomos, northwest Paphos"", ""Website"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Opening_Days"": ""Public access daily"", ""Opening_Hours"": ""Public beach access; lifeguards/services seasonal"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Relaxed / Sea"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Sea state, wind and seasonal lifeguard/service availability"", ""Accessibility_or_Access_Notes"": ""Use official access notes; services vary by bathing season"", ""Source_Primary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Last_Verified"": 46261, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A134"", ""Notes"": ""Official Visit Pafos coastline inventory. Generator should treat lifeguards/watersports/sunbeds as seasonal."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A135,Souli Beach,C05,Sea & Beach,Blue Flag beach,Verified,8,5,90,Neo Chorio / Polis,"{""Activity_ID"": ""PFO-A135"", ""Activity_Name"": ""Souli Beach"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Blue Flag beach"", ""District"": ""Paphos"", ""Area"": ""Neo Chorio / Polis"", ""Full_Address_or_Access_Point"": ""Neo Chorio, Polis"", ""Website"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Opening_Days"": ""Public access daily"", ""Opening_Hours"": ""Public beach access; lifeguards/services seasonal"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Relaxed / Sea"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Sea state, wind and seasonal lifeguard/service availability"", ""Accessibility_or_Access_Notes"": ""Use official access notes; services vary by bathing season"", ""Source_Primary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Last_Verified"": 46261, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A135"", ""Notes"": ""Official Visit Pafos coastline inventory. Generator should treat lifeguards/watersports/sunbeds as seasonal."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A136,Vrysoudia Beach B,C01,Sea & Beach,Blue Flag urban beach,Verified,8,5,90,Kato Paphos,"{""Activity_ID"": ""PFO-A136"", ""Activity_Name"": ""Vrysoudia Beach B"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Blue Flag urban beach"", ""District"": ""Paphos"", ""Area"": ""Kato Paphos"", ""Full_Address_or_Access_Point"": ""Off Poseidonos Avenue"", ""Website"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Opening_Days"": ""Public access daily"", ""Opening_Hours"": ""Public beach access; lifeguards/services seasonal"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Relaxed / Sea"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Sea state, wind and seasonal lifeguard/service availability"", ""Accessibility_or_Access_Notes"": ""Use official access notes; services vary by bathing season"", ""Source_Primary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Last_Verified"": 46261, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A136"", ""Notes"": ""Official Visit Pafos coastline inventory. Generator should treat lifeguards/watersports/sunbeds as seasonal."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A137,Asprokremmos Beach,C05,Sea & Beach,Natural beach,Verified,8,5,90,Neo Chorio / Anassa area,"{""Activity_ID"": ""PFO-A137"", ""Activity_Name"": ""Asprokremmos Beach"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Natural beach"", ""District"": ""Paphos"", ""Area"": ""Neo Chorio / Anassa area"", ""Full_Address_or_Access_Point"": ""Asprokremmos coast near Anassa"", ""Website"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Opening_Days"": ""Public access daily"", ""Opening_Hours"": ""Public beach access; lifeguards/services seasonal"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Relaxed / Sea"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Sea state, wind and seasonal lifeguard/service availability"", ""Accessibility_or_Access_Notes"": ""Use official access notes; services vary by bathing season"", ""Source_Primary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Last_Verified"": 46261, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A137"", ""Notes"": ""Official Visit Pafos coastline inventory. Generator should treat lifeguards/watersports/sunbeds as seasonal."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A138,Latchi Beach,C05,Sea & Beach,Marina-side sandy beach,Verified,8,5,90,Latchi,"{""Activity_ID"": ""PFO-A138"", ""Activity_Name"": ""Latchi Beach"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Marina-side sandy beach"", ""District"": ""Paphos"", ""Area"": ""Latchi"", ""Full_Address_or_Access_Point"": ""Next to Latchi Marina"", ""Website"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Opening_Days"": ""Public access daily"", ""Opening_Hours"": ""Public beach access; lifeguards/services seasonal"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Relaxed / Sea"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Sea state, wind and seasonal lifeguard/service availability"", ""Accessibility_or_Access_Notes"": ""Use official access notes; services vary by bathing season"", ""Source_Primary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Last_Verified"": 46261, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A138"", ""Notes"": ""Official Visit Pafos coastline inventory. Generator should treat lifeguards/watersports/sunbeds as seasonal."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A139,Agios Georgios / Fisherman’s Bay Beach,C03,Sea & Beach,Small sandy beach,Verified,8,5,90,Agios Georgios Pegeia,"{""Activity_ID"": ""PFO-A139"", ""Activity_Name"": ""Agios Georgios / Fisherman’s Bay Beach"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Small sandy beach"", ""District"": ""Paphos"", ""Area"": ""Agios Georgios Pegeia"", ""Full_Address_or_Access_Point"": ""Agios Georgios fishing refuge"", ""Website"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Opening_Days"": ""Public access daily"", ""Opening_Hours"": ""Public beach access; lifeguards/services seasonal"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 8, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Relaxed / Sea"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Sea state, wind and seasonal lifeguard/service availability"", ""Accessibility_or_Access_Notes"": ""Use official access notes; services vary by bathing season"", ""Source_Primary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Last_Verified"": 46261, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A139"", ""Notes"": ""Official Visit Pafos coastline inventory. Generator should treat lifeguards/watersports/sunbeds as seasonal."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A140,Timi–Mandria Coast,C02,Sea & Beach,Long sandy/pebbled coast,Verified,7,5,90,Timi / Mandria,"{""Activity_ID"": ""PFO-A140"", ""Activity_Name"": ""Timi–Mandria Coast"", ""Category"": ""Sea & Beach"", ""Subcategory"": ""Long sandy/pebbled coast"", ""District"": ""Paphos"", ""Area"": ""Timi / Mandria"", ""Full_Address_or_Access_Point"": ""East of Paphos International Airport"", ""Website"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Opening_Days"": ""Public access daily"", ""Opening_Hours"": ""Public beach access; lifeguards/services seasonal"", ""Typical_Duration_Min"": 90, ""Price_Range"": ""Free"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Yes"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 7, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Relaxed / Sea"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Sea state, wind and seasonal lifeguard/service availability"", ""Accessibility_or_Access_Notes"": ""Use official access notes; services vary by bathing season"", ""Source_Primary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/coast-and-beaches/"", ""Last_Verified"": 46261, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A140"", ""Notes"": ""Official Visit Pafos coastline inventory. Generator should treat lifeguards/watersports/sunbeds as seasonal."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A141,Royal Manor of Kouklia,C02,Culture & Heritage,Frankish Manor / Archaeological Museum,Verified,9,10,60,Kouklia,"{""Activity_ID"": ""PFO-A141"", ""Activity_Name"": ""Royal Manor of Kouklia"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Frankish Manor / Archaeological Museum"", ""District"": ""Paphos"", ""Area"": ""Kouklia"", ""Full_Address_or_Access_Point"": ""Royal Manor, Kouklia village"", ""Website"": ""https://www.visitpafos.org.cy/a-proud-heritage/archaeological-sites/"", ""Phone"": ""+357 26 432155"", ""Opening_Days"": ""Monday–Sunday"", ""Opening_Hours"": ""Winter 08:30–17:00; Summer 08:30–19:30"", ""Typical_Duration_Min"": 60, ""Price_Range"": ""€4.50"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Both"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""Conditional"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Culture / Authentic Cyprus"", ""Best_Time_of_Day"": ""Morning / afternoon"", ""Weather_Sensitivity"": ""Outdoor/indoor mixed"", ""Accessibility_or_Access_Notes"": ""Same €4.50 ticket includes Palaipafos local museum"", ""Source_Primary"": ""https://www.visitpafos.org.cy/a-proud-heritage/archaeological-sites/"", ""Last_Verified"": 46261, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A141"", ""Notes"": ""Separate heritage experience within the Palaipafos complex; avoid selecting together with Palaipafos as duplicate content."", ""Parsed_Open_Time"": 0.3541666666666667, ""Parsed_Close_Time"": 0.8125, ""Time_Parse_Confidence"": ""MEDIUM"", ""Time_Parse_Note"": ""Summer max window; seasonal close differs."", ""Time_Slot_Usable"": ""Yes""}"
PFO-A142,Agios Georgios Pegeia Early Christian Basilicas,C03,Culture & Heritage,Early Christian Archaeology / Basilicas,Verified,9,10,60,Agios Georgios Pegeia,"{""Activity_ID"": ""PFO-A142"", ""Activity_Name"": ""Agios Georgios Pegeia Early Christian Basilicas"", ""Category"": ""Culture & Heritage"", ""Subcategory"": ""Early Christian Archaeology / Basilicas"", ""District"": ""Paphos"", ""Area"": ""Agios Georgios Pegeia"", ""Full_Address_or_Access_Point"": ""Cape Drepano / Agios Georgios Pegeia archaeological area"", ""Website"": ""https://www.visitpafos.org.cy/a-proud-heritage/archaeological-sites/"", ""Opening_Days"": ""Site access to verify"", ""Opening_Hours"": ""Daylight / archaeological site"", ""Typical_Duration_Min"": 60, ""Price_Range"": ""Unknown"", ""Booking_Required"": ""No"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Yes"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 10, ""Couple_Style"": ""Culture / Heritage"", ""Best_Time_of_Day"": ""Morning / late afternoon"", ""Weather_Sensitivity"": ""Heat/exposure"", ""Accessibility_or_Access_Notes"": ""Combine with fishing refuge and sunset; verify official site access on date"", ""Source_Primary"": ""https://www.visitpafos.org.cy/a-proud-heritage/archaeological-sites/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/a-proud-heritage/religious/"", ""Last_Verified"": 46261, ""Data_Status"": ""Verified"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A142"", ""Notes"": ""Visit Pafos confirms three excavated basilicas in Cape Drepano / Agios Georgios Pegeia."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A143,Pafos Harbour Sunset Cruise – Product Family,C01,Sea & Adventure,Sunset Cruise,Needs Recheck,10,5,180,Paphos Coast / Harbour,"{""Activity_ID"": ""PFO-A143"", ""Activity_Name"": ""Pafos Harbour Sunset Cruise – Product Family"", ""Category"": ""Sea & Adventure"", ""Subcategory"": ""Sunset Cruise"", ""District"": ""Paphos"", ""Area"": ""Paphos Coast / Harbour"", ""Full_Address_or_Access_Point"": ""Operator-specific departure point to confirm"", ""Website"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Opening_Days"": ""Operator-specific / seasonal"", ""Opening_Hours"": ""Operator-specific"", ""Typical_Duration_Min"": 180, ""Price_Range"": ""Unknown"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""Yes"", ""Romantic_Score_1_10"": 10, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Sea / Adventure"", ""Best_Time_of_Day"": ""Sunset"", ""Weather_Sensitivity"": ""Sea state/wind; operator seasonality"", ""Accessibility_or_Access_Notes"": ""Product family confirmed by Visit Pafos; choose verified licensed operator before final booking"", ""Source_Primary"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A143"", ""Notes"": ""Coverage inventory entry only. Do not auto-select until a current licensed operator, departure point, duration and price are attached."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A144,Pafos Coastal Sailing / Day Cruise – Product Family,C01,Sea & Adventure,Sailing / Coastal Cruise,Needs Recheck,9,5,180,Paphos Coast / Harbour,"{""Activity_ID"": ""PFO-A144"", ""Activity_Name"": ""Pafos Coastal Sailing / Day Cruise – Product Family"", ""Category"": ""Sea & Adventure"", ""Subcategory"": ""Sailing / Coastal Cruise"", ""District"": ""Paphos"", ""Area"": ""Paphos Coast / Harbour"", ""Full_Address_or_Access_Point"": ""Operator-specific departure point to confirm"", ""Website"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Opening_Days"": ""Operator-specific / seasonal"", ""Opening_Hours"": ""Operator-specific"", ""Typical_Duration_Min"": 180, ""Price_Range"": ""Unknown"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 9, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Sea / Adventure"", ""Best_Time_of_Day"": ""Morning / daytime"", ""Weather_Sensitivity"": ""Sea state/wind; operator seasonality"", ""Accessibility_or_Access_Notes"": ""Product family confirmed by Visit Pafos; choose verified licensed operator before final booking"", ""Source_Primary"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A144"", ""Notes"": ""Coverage inventory entry only. Do not auto-select until a current licensed operator, departure point, duration and price are attached."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A145,Pafos Deep-Sea Fishing Trip – Product Family,C01,Sea & Adventure,Deep-Sea Fishing,Needs Recheck,7,5,180,Paphos Coast / Harbour,"{""Activity_ID"": ""PFO-A145"", ""Activity_Name"": ""Pafos Deep-Sea Fishing Trip – Product Family"", ""Category"": ""Sea & Adventure"", ""Subcategory"": ""Deep-Sea Fishing"", ""District"": ""Paphos"", ""Area"": ""Paphos Coast / Harbour"", ""Full_Address_or_Access_Point"": ""Operator-specific departure point to confirm"", ""Website"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Opening_Days"": ""Operator-specific / seasonal"", ""Opening_Hours"": ""Operator-specific"", ""Typical_Duration_Min"": 180, ""Price_Range"": ""Unknown"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 7, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Sea / Adventure"", ""Best_Time_of_Day"": ""Morning / daytime"", ""Weather_Sensitivity"": ""Sea state/wind; operator seasonality"", ""Accessibility_or_Access_Notes"": ""Product family confirmed by Visit Pafos; choose verified licensed operator before final booking"", ""Source_Primary"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A145"", ""Notes"": ""Coverage inventory entry only. Do not auto-select until a current licensed operator, departure point, duration and price are attached."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A146,Pafos Tuna Fishing Trip – Product Family,C01,Sea & Adventure,Tuna Fishing,Needs Recheck,7,5,180,Paphos Coast / Harbour,"{""Activity_ID"": ""PFO-A146"", ""Activity_Name"": ""Pafos Tuna Fishing Trip – Product Family"", ""Category"": ""Sea & Adventure"", ""Subcategory"": ""Tuna Fishing"", ""District"": ""Paphos"", ""Area"": ""Paphos Coast / Harbour"", ""Full_Address_or_Access_Point"": ""Operator-specific departure point to confirm"", ""Website"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Opening_Days"": ""Operator-specific / seasonal"", ""Opening_Hours"": ""Operator-specific"", ""Typical_Duration_Min"": 180, ""Price_Range"": ""Unknown"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 7, ""Authentic_Cyprus_Score_1_10"": 5, ""Couple_Style"": ""Sea / Adventure"", ""Best_Time_of_Day"": ""Morning / daytime"", ""Weather_Sensitivity"": ""Sea state/wind; operator seasonality"", ""Accessibility_or_Access_Notes"": ""Product family confirmed by Visit Pafos; choose verified licensed operator before final booking"", ""Source_Primary"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A146"", ""Notes"": ""Coverage inventory entry only. Do not auto-select until a current licensed operator, departure point, duration and price are attached."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A147,Vera K Wreck Dive,C01,Sea & Adventure,Wreck Diving,Needs Recheck,7,4,120,Paphos Coast,"{""Activity_ID"": ""PFO-A147"", ""Activity_Name"": ""Vera K Wreck Dive"", ""Category"": ""Sea & Adventure"", ""Subcategory"": ""Wreck Diving"", ""District"": ""Paphos"", ""Area"": ""Paphos Coast"", ""Full_Address_or_Access_Point"": ""Dive operator / exact entry point to confirm"", ""Website"": ""https://www.visitpafos.org.cy/relax-revive-adventure/snorkeling-park/"", ""Opening_Days"": ""Operator-dependent"", ""Opening_Hours"": ""Dive slot by booking"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 7, ""Authentic_Cyprus_Score_1_10"": 4, ""Couple_Style"": ""Active / Sea"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Certification/sea conditions"", ""Accessibility_or_Access_Notes"": ""Certified dive operator required"", ""Source_Primary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/snorkeling-park/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A147"", ""Notes"": ""Lebanese cargo ship; boat access ~25 minutes from Paphos harbour; OW certification. Official Visit Pafos confirms site; current operator must be attached."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
PFO-A148,White Star Wreck Dive,C01,Sea & Adventure,Wreck Diving,Needs Recheck,7,4,120,Paphos Coast,"{""Activity_ID"": ""PFO-A148"", ""Activity_Name"": ""White Star Wreck Dive"", ""Category"": ""Sea & Adventure"", ""Subcategory"": ""Wreck Diving"", ""District"": ""Paphos"", ""Area"": ""Paphos Coast"", ""Full_Address_or_Access_Point"": ""Dive operator / exact entry point to confirm"", ""Website"": ""https://www.visitpafos.org.cy/relax-revive-adventure/snorkeling-park/"", ""Opening_Days"": ""Operator-dependent"", ""Opening_Hours"": ""Dive slot by booking"", ""Typical_Duration_Min"": 120, ""Price_Range"": ""€€"", ""Booking_Required"": ""Yes"", ""Indoor_Outdoor_Both"": ""Outdoor"", ""Summer_Suitable"": ""Yes"", ""Winter_Suitable"": ""Conditional"", ""Rain_Suitable"": ""No"", ""Heatwave_Suitable"": ""Conditional"", ""Sunset_Suitable"": ""No"", ""Romantic_Score_1_10"": 7, ""Authentic_Cyprus_Score_1_10"": 4, ""Couple_Style"": ""Active / Sea"", ""Best_Time_of_Day"": ""Morning"", ""Weather_Sensitivity"": ""Certification/sea conditions"", ""Accessibility_or_Access_Notes"": ""Certified dive operator required"", ""Source_Primary"": ""https://www.visitpafos.org.cy/relax-revive-adventure/snorkeling-park/"", ""Source_Secondary"": ""https://www.visitpafos.org.cy/be-sporty/sea-activities/"", ""Last_Verified"": 46261, ""Data_Status"": ""Needs Recheck"", ""Source_Sheet"": ""Coverage Expansion v32"", ""Source_Record_ID"": ""MASTER:PFO-A148"", ""Notes"": ""Russian former fishing vessel; 14–18m depth; boat dive. Official Visit Pafos confirms site; current operator must be attached."", ""Time_Parse_Confidence"": ""LOW"", ""Time_Parse_Note"": ""No safe universal clock range; verify operational details per itinerary date."", ""Time_Slot_Usable"": ""No""}"
