Hotel_ID,Hotel_Name,Hotel_Cluster,Activity_ID,Activity_Name,Activity_Cluster,Planning_Travel_Band,Recommended_for_Day1,Weather_Fit,Romantic_Score,Data_Status
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A058,Fontana Amorosa,C05,15–30 min,Yes,Conditional weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A059,Lara Bay & Turtle Coast,C05,15–30 min,Yes,Normal weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A060,Pissouromoutti Nature Trail,C05,15–30 min,Conditional,Normal weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A061,Baths of Aphrodite,C05,15–30 min,Yes,Conditional weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A062,Argaka Coastal & Rural Walk,C06,15–30 min,Yes,Conditional weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A065,Episkopi Rock Viewpoint,C08,15–30 min,Yes,Conditional weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A066,Gialia–Pomos Coastal Scenic Route,C06,15–30 min,Yes,Conditional weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A069,Adonis Baths Waterfalls Theme Park,C08,15–30 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A071,Kefalovryso Water Spring – Kritou Terra,C04,15–30 min,Yes,Heat,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A072,Kremmiotis Waterfall,C04,15–30 min,Yes,Conditional weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A073,Old Theletra Seasonal Waterfall,C04,15–30 min,Yes,Conditional weather,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A074,Cedar Valley,C12,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A075,Stavros tis Psokas Forest Station & Mouflon Area,C12,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A076,Pomos Coastal Village & Harbour Scenic Stop,C06,15–30 min,Yes,Conditional weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A085,Latchi Kayak / Canoe / Paddleboard,C05,15–30 min,Yes,Conditional weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A086,Latchi Parasailing,C05,15–30 min,Yes,Normal weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A093,Blue Lagoon Afternoon Cruise – Blue Diamond Latchi,C05,15–30 min,Conditional,Heat,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A094,Blue Lagoon Morning Cruise – Blue Diamond Latchi,C05,15–30 min,Conditional,Heat,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A095,Blue Lagoon Sunset Cruise – Blue Diamond Latchi,C05,15–30 min,Conditional,Conditional weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A096,Private Akamas / Blue Lagoon Charter – Latchi Blue Lagoon Charters,C05,15–30 min,Conditional,Heat,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A099,Polis Chrysochous Municipal Beach,C05,15–30 min,Conditional,Heat,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A100,Akrotiri Pomou – Koskinas Beach,C06,15–30 min,Yes,Conditional weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A106,Eagle Mountain Ranch Horse Trek,C08,15–30 min,Yes,Conditional weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A107,Cycling Route 3 – Panagia & Vineyards,C09,30–45 min,Conditional,Normal weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A110,Cycling Route 7 – Polis–Argaka–Pomos–Gialia,C05,15–30 min,Conditional,Normal weather,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A111,Cycling Route 5 – Polis to Fontana Amorosa,C05,15–30 min,Conditional,Normal weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A112,Cycling Route 8 – Polis to Stavros tis Psokas,C05,15–30 min,Conditional,Normal weather,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A113,Minthis Golf Club & Academy,C08,15–30 min,Conditional,Conditional weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A116,Miliou Sulphur Springs / Agioi Anargyroi,C04,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A117,Secret Forest Thermal & Wellness Experience,C04,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A118,Minthis Spa Wellness Experience,C08,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A119,Vouni Panayia Winery – Cellar & Tasting Experience,C09,30–45 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A124,Chrysorrogiatissa Monastery – Historic Wine-Making Tradition,C09,30–45 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A125,Adonis Nature Trail,C05,15–30 min,Conditional,Normal weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A126,Smigies Nature Trail – Long Route,C05,15–30 min,Conditional,Normal weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A128,Chalavro Beach,C05,15–30 min,Yes,Heat,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A129,Dasoudi Beach – Polis,C05,15–30 min,Yes,Heat,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A132,Ksistarokampos / Yiannakis Beach,C05,15–30 min,Yes,Heat,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A134,Pomos Beach,C06,15–30 min,Yes,Heat,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A135,Souli Beach,C05,15–30 min,Yes,Heat,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A137,Asprokremmos Beach,C05,15–30 min,Yes,Heat,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A138,Latchi Beach,C05,15–30 min,Yes,Heat,8,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A153,Maria's Horse Trekking – Lysos Forest & Countryside Ride,C07,0–15 min,Yes,Conditional weather,10,Verified
PFO-H019,Demetriou Paradisos Hills Hotel,C07,PFO-A154,Villa Spartacus Horse Riding – Simou Countryside Trail,C05,15–30 min,Yes,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A001,Fyti Weaving Workshop with Local Weaver,C07,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A003,Ineia Village Centre & Basket-Weaving Heritage,C04,15–30 min,Yes,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A004,Lemba Pottery Private Lesson,C04,15–30 min,Yes,Rain + Heat,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A005,Lysos Maxiles Traditional Fig Heritage,C07,15–30 min,No,Rain + Heat,8,Draft
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A011,Tzelefos Medieval Bridge,C12,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A019,Pano Arodes Village Walk & Saint Kalandionas,C04,15–30 min,Yes,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A021,Skarfos Medieval Bridge,C07,15–30 min,Yes,Conditional weather,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A023,Akamas Regional Museum & Live Craft Demonstrations | Regional Museum – Information Centre of Akamas Rural Life and Traditions,C04,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A024,Sea and Culture Museum Interactive Visit | Sea and Culture Museum,C05,0–15 min,Yes,Rain + Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A025,Maa–Palaiokastro Museum,C03,30–45 min,Conditional,Rain + Heat,7,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A027,Fyti Weaving Museum,C07,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A030,Inia Basket Weaving Museum,C04,15–30 min,Yes,Rain + Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A031,Kato Akourdaleia Folk Art Museum,C04,15–30 min,Yes,Rain + Heat,7,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A033,Kritou Terra Environmental Study Centre,C04,15–30 min,No,Rain + Heat,7,Draft
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A036,Byzantine Museum of Arsinoe,C07,15–30 min,Yes,Rain + Heat,6,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A037,Polis Archaeological Museum Marion / Arsinoe,C05,0–15 min,Yes,Rain + Heat,7,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A039,Steni Museum of Village Life,C07,15–30 min,No,Rain + Heat,7,Draft
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A042,Sterna Boutique Winery & Wine Museum,C04,15–30 min,Yes,Rain,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A043,Vasilikon Winery,C04,15–30 min,Yes,Rain,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A049,Aphrodite Nature Trail,C05,0–15 min,No,Normal weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A050,Smigies Nature Trail – Short Route,C05,0–15 min,Yes,Normal weather,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A051,Anadiou Forest Seasonal Streams & Small Waterfalls,C12,30–45 min,No,Normal weather,7,Draft
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A055,Avakas Gorge Nature Trail,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A057,Agios Georgios Pegeia Sunset,C03,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A058,Fontana Amorosa,C05,0–15 min,Yes,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A059,Lara Bay & Turtle Coast,C05,0–15 min,Yes,Normal weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A060,Pissouromoutti Nature Trail,C05,0–15 min,Yes,Normal weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A061,Baths of Aphrodite,C05,0–15 min,Yes,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A062,Argaka Coastal & Rural Walk,C06,15–30 min,Yes,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A064,Coral Bay Sunset View,C03,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A066,Gialia–Pomos Coastal Scenic Route,C06,15–30 min,Yes,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A068,Kissonerga Sunset Coast,C03,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A071,Kefalovryso Water Spring – Kritou Terra,C04,15–30 min,Yes,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A072,Kremmiotis Waterfall,C04,15–30 min,Yes,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A073,Old Theletra Seasonal Waterfall,C04,15–30 min,Yes,Conditional weather,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A074,Cedar Valley,C12,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A075,Stavros tis Psokas Forest Station & Mouflon Area,C12,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A076,Pomos Coastal Village & Harbour Scenic Stop,C06,15–30 min,Yes,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A077,EDRO III Shipwreck Viewpoint,C03,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A078,Boat Ramp Dive Site,C03,30–45 min,Conditional,Normal weather,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A079,St George Caves Dive Site,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A080,White River Dive Site,C03,30–45 min,Conditional,Normal weather,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A081,Amphitheatre Dive Site,C03,30–45 min,Conditional,Normal weather,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A082,Pistol Bay Dive Site,C03,30–45 min,Conditional,Normal weather,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A085,Latchi Kayak / Canoe / Paddleboard,C05,0–15 min,Yes,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A086,Latchi Parasailing,C05,0–15 min,Yes,Normal weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A089,Sea Caves Dive Site,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A093,Blue Lagoon Afternoon Cruise – Blue Diamond Latchi,C05,0–15 min,No,Heat,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A094,Blue Lagoon Morning Cruise – Blue Diamond Latchi,C05,0–15 min,No,Heat,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A095,Blue Lagoon Sunset Cruise – Blue Diamond Latchi,C05,0–15 min,No,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A096,Private Akamas / Blue Lagoon Charter – Latchi Blue Lagoon Charters,C05,0–15 min,No,Heat,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A097,Laourou Beach,C03,30–45 min,Conditional,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A098,Coral Bay Beach,C03,30–45 min,Conditional,Heat,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A099,Polis Chrysochous Municipal Beach,C05,0–15 min,Yes,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A100,Akrotiri Pomou – Koskinas Beach,C06,15–30 min,Yes,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A108,Cycling Route 6 – Pegeia to Akamas,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A109,Cycling Route 1 – Panorama & Countryside,C03,30–45 min,Conditional,Normal weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A110,Cycling Route 7 – Polis–Argaka–Pomos–Gialia,C05,0–15 min,No,Normal weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A111,Cycling Route 5 – Polis to Fontana Amorosa,C05,0–15 min,No,Normal weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A112,Cycling Route 8 – Polis to Stavros tis Psokas,C05,0–15 min,No,Normal weather,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A116,Miliou Sulphur Springs / Agioi Anargyroi,C04,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A117,Secret Forest Thermal & Wellness Experience,C04,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A125,Adonis Nature Trail,C05,0–15 min,No,Normal weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A126,Smigies Nature Trail – Long Route,C05,0–15 min,Yes,Normal weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A128,Chalavro Beach,C05,0–15 min,Yes,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A129,Dasoudi Beach – Polis,C05,0–15 min,Yes,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A131,Kafizis Beach,C03,30–45 min,Conditional,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A132,Ksistarokampos / Yiannakis Beach,C05,0–15 min,Yes,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A134,Pomos Beach,C06,15–30 min,Yes,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A135,Souli Beach,C05,0–15 min,Yes,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A137,Asprokremmos Beach,C05,0–15 min,Yes,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A138,Latchi Beach,C05,0–15 min,Yes,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A139,Agios Georgios / Fisherman’s Bay Beach,C03,30–45 min,Conditional,Heat,8,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A142,Agios Georgios Pegeia Early Christian Basilicas,C03,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A151,George's Ranch – Sea Caves Sunset Horse Ride,C03,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A153,Maria's Horse Trekking – Lysos Forest & Countryside Ride,C07,15–30 min,Yes,Conditional weather,10,Verified
PFO-H020,Aphrodite Beach Hotel,C05,PFO-A154,Villa Spartacus Horse Riding – Simou Countryside Trail,C05,0–15 min,Yes,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A001,Fyti Weaving Workshop with Local Weaver,C07,15–30 min,Conditional,Rain + Heat,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A003,Ineia Village Centre & Basket-Weaving Heritage,C04,0–15 min,Yes,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A004,Lemba Pottery Private Lesson,C04,0–15 min,Yes,Rain + Heat,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A005,Lysos Maxiles Traditional Fig Heritage,C07,15–30 min,No,Rain + Heat,8,Draft
PFO-H021,Palates Hotel,C04,PFO-A006,"The Place – Arts, Cypriot Crafts & Traditions Creative Experience",C01,30–45 min,No,Rain + Heat,9,Draft
PFO-H021,Palates Hotel,C04,PFO-A007,Panagia Embroidery / Knitting / Weaving Workshop – Iliada Christodoulou,C09,30–45 min,Conditional,Rain + Heat,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A008,Panagia Embroidery / Knitting / Weaving Workshop – Maria Nikolaou,C09,30–45 min,Conditional,Rain + Heat,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A009,Panagia Traditional Cooking Class – Souzana Michael,C09,30–45 min,Conditional,Rain + Heat,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A013,Archaeological Park of Kato Pafos,C01,30–45 min,Conditional,Normal weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A014,Early Christian Basilica – St Paul's Pillar – Chrysopolitissa / Agia Kyriaki,C01,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A015,Pafos Medieval Castle,C01,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A016,Saranta Kolones (Forty Columns) Castle,C01,30–45 min,Conditional,Normal weather,7,Verified
PFO-H021,Palates Hotel,C04,PFO-A017,Tombs of the Kings,C01,30–45 min,Conditional,Normal weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A018,Chrysorrogiatissa Monastery,C09,30–45 min,Conditional,Rain,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A019,Pano Arodes Village Walk & Saint Kalandionas,C04,0–15 min,Yes,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A020,Panagia Village Cultural Walk,C09,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A021,Skarfos Medieval Bridge,C07,15–30 min,Yes,Conditional weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A022,Panagia tou Sinti Monastery,C09,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A023,Akamas Regional Museum & Live Craft Demonstrations | Regional Museum – Information Centre of Akamas Rural Life and Traditions,C04,0–15 min,Yes,Rain + Heat,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A024,Sea and Culture Museum Interactive Visit | Sea and Culture Museum,C05,15–30 min,Yes,Rain + Heat,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A025,Maa–Palaiokastro Museum,C03,15–30 min,Yes,Rain + Heat,7,Verified
PFO-H021,Palates Hotel,C04,PFO-A026,Episkopi Environmental Information Centre,C08,15–30 min,No,Rain + Heat,7,Draft
PFO-H021,Palates Hotel,C04,PFO-A027,Fyti Weaving Museum,C07,15–30 min,Yes,Rain + Heat,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A030,Inia Basket Weaving Museum,C04,0–15 min,Yes,Rain + Heat,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A031,Kato Akourdaleia Folk Art Museum,C04,0–15 min,Yes,Rain + Heat,7,Verified
PFO-H021,Palates Hotel,C04,PFO-A033,Kritou Terra Environmental Study Centre,C04,0–15 min,No,Rain + Heat,7,Draft
PFO-H021,Palates Hotel,C04,PFO-A034,Archaeological Museum of the Pafos District,C01,30–45 min,Conditional,Rain + Heat,6,Verified
PFO-H021,Palates Hotel,C04,PFO-A035,Pafos Ethnographical Museum,C01,30–45 min,Conditional,Rain + Heat,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A036,Byzantine Museum of Arsinoe,C07,15–30 min,Yes,Rain + Heat,6,Verified
PFO-H021,Palates Hotel,C04,PFO-A037,Polis Archaeological Museum Marion / Arsinoe,C05,15–30 min,Yes,Rain + Heat,7,Verified
PFO-H021,Palates Hotel,C04,PFO-A039,Steni Museum of Village Life,C07,15–30 min,No,Rain + Heat,7,Draft
PFO-H021,Palates Hotel,C04,PFO-A040,Agios Neophytos Monastery Museum & Enkleistra,C08,15–30 min,Yes,Rain + Heat,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A041,Old Town Pafos Crafts & Municipal Market Walk,C01,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A042,Sterna Boutique Winery & Wine Museum,C04,0–15 min,Yes,Rain,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A043,Vasilikon Winery,C04,0–15 min,Yes,Rain,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A044,Tsangarides Winery,C08,15–30 min,Yes,Rain,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A045,Makarounas Vineyards,C08,15–30 min,Yes,Rain,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A046,Fikardos Winery,C08,15–30 min,Yes,Rain,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A048,SODAP Kamanterena Winery,C09,30–45 min,No,Rain,8,Draft
PFO-H021,Palates Hotel,C04,PFO-A049,Aphrodite Nature Trail,C05,15–30 min,Conditional,Normal weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A050,Smigies Nature Trail – Short Route,C05,15–30 min,Yes,Normal weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A052,Ezousa Circular Nature Trail,C08,15–30 min,Conditional,Normal weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A054,Vouni Panagias Nature Trail,C09,30–45 min,Conditional,Normal weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A055,Avakas Gorge Nature Trail,C03,15–30 min,Yes,Normal weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A057,Agios Georgios Pegeia Sunset,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A058,Fontana Amorosa,C05,15–30 min,Yes,Conditional weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A059,Lara Bay & Turtle Coast,C05,15–30 min,Yes,Normal weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A060,Pissouromoutti Nature Trail,C05,15–30 min,Conditional,Normal weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A061,Baths of Aphrodite,C05,15–30 min,Yes,Conditional weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A063,Chloraka Coastal Sunset,C01,30–45 min,Conditional,Conditional weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A064,Coral Bay Sunset View,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A065,Episkopi Rock Viewpoint,C08,15–30 min,Yes,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A067,Pafos Harbour & Molos Sunset Walk,C01,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A068,Kissonerga Sunset Coast,C03,15–30 min,Yes,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A069,Adonis Baths Waterfalls Theme Park,C08,15–30 min,Conditional,Conditional weather,9,Needs Recheck
PFO-H021,Palates Hotel,C04,PFO-A071,Kefalovryso Water Spring – Kritou Terra,C04,0–15 min,Yes,Heat,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A072,Kremmiotis Waterfall,C04,0–15 min,Yes,Conditional weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A073,Old Theletra Seasonal Waterfall,C04,0–15 min,Yes,Conditional weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A077,EDRO III Shipwreck Viewpoint,C03,15–30 min,Yes,Conditional weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A078,Boat Ramp Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A079,St George Caves Dive Site,C03,15–30 min,Conditional,Normal weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A080,White River Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A081,Amphitheatre Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A082,Pistol Bay Dive Site,C03,15–30 min,Conditional,Normal weather,8,Verified
PFO-H021,Palates Hotel,C04,PFO-A083,Municipal Baths Snorkelling Park,C01,30–45 min,Conditional,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A084,Pafos Coastal Parasailing,C01,30–45 min,Conditional,Normal weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A085,Latchi Kayak / Canoe / Paddleboard,C05,15–30 min,Yes,Conditional weather,9,Verified
PFO-H021,Palates Hotel,C04,PFO-A086,Latchi Parasailing,C05,15–30 min,Yes,Normal weather,10,Verified
PFO-H021,Palates Hotel,C04,PFO-A087,Amphorae Caves Dive Site,C01,30–45 min,Conditional,Normal weather,9,Verified
